City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Mangan,IN,27.5167,88.5333,58.75,71,88,5.39,overcast clouds
475,Genhe,CN,50.7833,121.5167,-1.43,100,37,1.74,scattered clouds
476,Barra Patuca,HN,15.8,-84.2833,84.0,63,12,6.15,few clouds
477,Fare,PF,-16.7,-151.0167,77.59,79,72,4.61,light rain
478,Verkhnetulomskiy,RU,68.6073,31.7962,33.93,100,100,1.48,light snow
479,Kieta,PG,-6.2167,155.6333,77.59,90,100,4.43,moderate rain
480,Union,US,40.6334,-74.2663,66.27,94,100,5.75,moderate rain
481,Utinga,BR,-5.8172,-35.3954,86.85,58,40,13.8,scattered clouds
482,Aksarka,RU,66.5606,67.7975,7.02,91,87,14.16,overcast clouds
483,Mehamn,NO,71.0357,27.8492,33.75,93,100,1.14,light rain
484,Abonnema,NG,4.7084,6.7931,77.29,84,100,6.24,light rain
485,San Jose,US,37.3394,-121.895,56.86,73,100,3.0,overcast clouds
486,Half Moon Bay,US,37.4636,-122.4286,56.53,81,0,0.0,clear sky
487,Gedo,ET,9.0167,37.45,53.82,84,88,3.67,light rain
488,Ourossogui,SN,15.6064,-13.3211,90.57,8,35,8.7,scattered clouds
489,Coihaique,CL,-45.5752,-72.0662,61.41,67,100,4.61,light rain
490,Grindavik,IS,63.8424,-22.4338,42.75,100,100,2.3,overcast clouds
491,Manggar,ID,-2.8833,108.2667,78.96,85,100,5.86,overcast clouds
492,Soyo,AO,-6.1349,12.3689,77.77,78,39,8.86,scattered clouds
493,Chengde,CN,40.9725,117.9361,52.86,97,100,3.4,moderate rain
494,Kerema,PG,-7.9631,145.7785,78.08,84,93,2.66,overcast clouds
495,Verkhnyaya Inta,RU,65.9811,60.3094,3.65,100,88,3.13,overcast clouds
496,Lata,PT,40.1629,-8.3327,62.08,69,0,6.35,clear sky
497,Mayumba,GA,-3.432,10.6554,77.4,86,92,8.16,light rain
498,Santa Lucia,ES,27.9117,-15.5407,65.52,73,20,13.8,few clouds
499,Manjacaze,MZ,-24.7117,33.8828,73.08,87,64,8.57,broken clouds
500,Plettenberg Bay,ZA,-34.0527,23.3716,64.92,92,48,2.66,light rain
501,Talaya,RU,61.3833,152.75,-8.95,99,100,2.62,overcast clouds
502,Kattivakkam,IN,13.2167,80.3167,80.69,86,100,20.45,moderate rain
503,Walvis Bay,NA,-22.9575,14.5053,62.1,82,9,10.36,clear sky
504,College,US,64.8569,-147.8028,10.58,85,20,3.44,few clouds
505,Graaff-Reinet,ZA,-32.2522,24.5308,71.92,59,48,7.25,scattered clouds
506,Sylva,RU,58.0348,56.7635,43.97,99,100,6.78,overcast clouds
507,Kijang,KR,35.2442,129.2139,53.33,80,1,4.9,clear sky
508,Nome,US,64.5011,-165.4064,15.87,73,0,10.36,clear sky
509,Mitsamiouli,KM,-11.3847,43.2844,77.79,81,48,8.75,scattered clouds
510,Simpang,ID,-1.2667,104.0833,73.67,96,100,0.09,overcast clouds
511,Pouso Alegre,BR,-22.23,-45.9364,87.85,56,37,4.88,light rain
512,Yaring,TH,6.8662,101.3689,79.29,84,100,7.54,heavy intensity rain
513,Macau,MO,22.2006,113.5461,75.0,94,0,3.44,clear sky
514,General Pico,AR,-35.6566,-63.7568,70.57,67,100,5.37,moderate rain
515,Micheweni,TZ,-4.9667,39.8333,78.26,84,77,8.05,broken clouds
516,Mana,GF,5.6592,-53.7767,82.51,78,95,5.39,overcast clouds
517,Puerto Suarez,BO,-18.95,-57.8,91.76,40,40,16.11,scattered clouds
518,Vicosa,BR,-20.7539,-42.8819,83.26,55,71,7.05,light rain
519,Abu Dhabi,AE,24.4667,54.3667,84.22,74,0,5.75,clear sky
520,Vredendal,ZA,-31.6683,18.5012,60.96,82,5,7.47,clear sky
521,Helvecia,HU,46.8366,19.6225,47.71,93,96,4.61,overcast clouds
522,Westport,US,41.1415,-73.3579,69.28,85,100,5.75,light rain
523,Komsomolskiy,UZ,40.4272,71.7189,38.12,81,97,0.0,mist
524,Byadgi,IN,14.6833,75.4833,73.27,59,100,8.21,overcast clouds
525,Raisio,FI,60.4859,22.169,53.08,93,75,11.5,broken clouds
526,Keti Bandar,PK,24.1447,67.4497,82.0,57,9,5.12,clear sky
527,Kendari,ID,-3.945,122.4989,76.32,94,95,1.9,overcast clouds
528,Hit,IQ,33.6416,42.8251,71.35,39,75,11.59,broken clouds
529,Pevek,RU,69.7008,170.3133,-1.59,98,99,2.39,overcast clouds
530,Kanniyakumari,IN,8.0833,77.5667,79.16,82,100,4.25,overcast clouds
531,Evanton,GB,57.6638,-4.34,61.59,74,93,12.64,overcast clouds
532,Ovsyanka,RU,55.9575,92.5519,31.23,85,97,9.17,overcast clouds
533,Rafaela,AR,-31.2503,-61.4867,90.0,21,75,5.99,broken clouds
534,Howard Springs,AU,-12.497,131.047,78.71,94,23,3.76,few clouds
535,Kawalu,ID,-7.3817,108.2082,72.09,97,100,0.96,overcast clouds
536,Ishigaki,JP,24.3448,124.1572,78.93,94,75,9.22,broken clouds
537,Dunedin,NZ,-45.8742,170.5036,54.81,82,100,3.0,overcast clouds
538,Atherton,GB,53.5237,-2.4935,60.94,76,59,3.0,broken clouds
539,San Nicolas,PH,18.1725,120.5953,76.91,100,20,1.14,few clouds
540,Ferme-Neuve,CA,46.7001,-75.4493,57.96,74,100,7.58,overcast clouds
541,Nizwa,OM,22.9333,57.5333,75.34,51,14,3.89,few clouds
542,Usinsk,RU,65.9939,57.5281,6.1,96,31,7.76,scattered clouds
543,Pacifica,US,37.6138,-122.4869,56.01,83,75,7.0,broken clouds
544,Quelimane,MZ,-17.8786,36.8883,78.75,89,20,9.22,few clouds
545,Abha,SA,18.2164,42.5053,62.42,88,0,3.44,clear sky
546,Kem,RU,64.9555,34.5793,43.03,79,95,18.19,overcast clouds
547,Kikwit,CD,-5.041,18.8162,70.57,91,99,1.34,overcast clouds
548,Bay Roberts,CA,47.5999,-53.2648,46.51,71,100,3.0,overcast clouds
549,Mariental,NA,-24.6333,17.9667,80.26,11,30,24.99,scattered clouds
550,Tecoanapa,MX,16.5167,-98.75,84.18,69,3,6.44,clear sky
551,Rawson,AR,-43.3002,-65.1023,62.51,59,98,12.84,overcast clouds
552,Pundaguitan,PH,6.3711,126.1689,82.08,78,93,9.93,overcast clouds
553,Thetford Mines,CA,46.0913,-71.3013,58.95,71,100,3.27,overcast clouds
554,Gannan,CN,47.9147,123.5031,28.85,57,100,7.43,overcast clouds
555,Xichang,CN,27.8964,102.2634,51.4,75,3,0.96,clear sky
556,Bairiki,KI,1.3292,172.9752,80.6,74,75,12.66,broken clouds
557,Weinan,CN,34.5036,109.5089,48.45,85,100,11.86,overcast clouds
558,Limbang,MY,4.75,115.0,77.11,97,100,1.95,overcast clouds
559,Tevaitoa,PF,-16.7833,-151.5,77.74,78,79,5.41,light rain
560,Carnot,CF,4.9409,15.8665,73.36,84,70,4.5,light rain
561,Champerico,GT,14.3,-91.9167,88.34,68,8,4.29,clear sky
562,Adrar,MR,20.5022,-10.0711,79.93,9,97,8.28,overcast clouds
563,Piacabucu,BR,-10.4056,-36.4344,82.4,69,41,9.86,scattered clouds
564,Honningsvag,NO,70.9821,25.9704,33.55,93,75,4.61,light rain and snow
565,Gazanjyk,TM,39.2446,55.5154,49.33,42,81,13.13,broken clouds
566,Rosetown,CA,51.5501,-108.0014,1.38,78,13,3.44,few clouds
567,Saint-Augustin,CA,51.226,-58.6502,30.58,26,94,12.08,overcast clouds
568,Kholmogory,RU,64.2229,41.656,40.06,96,100,10.94,moderate rain
569,Barras,BR,-4.2444,-42.2944,100.69,25,92,3.8,overcast clouds
570,Murgab,TM,37.4966,61.9714,42.67,65,6,6.91,clear sky
571,Chama,CH,47.1821,8.4636,49.6,91,100,1.14,mist
572,Togul,RU,53.465,85.9128,29.39,93,100,11.43,light snow
573,Shelburne,CA,44.0787,-80.2041,59.45,79,100,9.19,moderate rain
574,Verkhnevilyuysk,RU,63.4453,120.3167,-12.03,98,22,4.83,few clouds
575,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,51,75,21.85,light intensity shower rain
576,Arona,ES,28.0996,-16.681,66.56,82,20,8.05,few clouds
577,Ushtobe,KZ,45.2514,77.9838,36.81,60,100,0.72,overcast clouds
578,Launceston,AU,-41.45,147.1667,56.61,79,100,11.5,overcast clouds
579,Aden,YE,12.7794,45.0367,79.52,76,13,13.82,few clouds
580,Mount Isa,AU,-20.7333,139.5,71.37,83,2,5.75,light rain
581,Simao,CN,22.7886,100.9748,55.76,79,0,1.48,clear sky
582,Sorong,ID,-0.8833,131.25,80.22,80,84,2.68,broken clouds
583,Atbasar,KZ,51.8,68.3333,32.9,98,100,18.59,light snow
584,Jalu,LY,29.0331,21.5482,65.68,39,0,8.34,clear sky
585,Poum,NC,-20.2333,164.0167,75.72,78,95,8.5,overcast clouds
586,Mujiayingzi,CN,42.1167,118.7833,33.39,100,100,7.11,light snow
587,Dudinka,RU,69.4058,86.1778,-5.93,100,97,6.49,overcast clouds
588,Iralaya,HN,15.0,-83.2333,83.21,71,15,6.26,light rain
589,Huron,US,41.1501,-82.5499,60.24,95,100,4.25,moderate rain
590,Krasnouralsk,RU,58.3638,60.0407,38.52,96,100,7.36,overcast clouds
591,Uray,RU,60.1247,64.7758,33.37,99,100,6.35,overcast clouds
592,Nyagan,RU,62.1406,65.3936,32.88,98,100,5.19,overcast clouds
593,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,17.27,scattered clouds
594,Bara,NG,10.3744,10.7288,80.71,28,99,4.81,overcast clouds
595,Raga,SS,8.4596,25.678,78.6,28,100,3.87,overcast clouds
596,Rio Grande,BR,-32.035,-52.0986,75.31,71,100,13.8,overcast clouds
597,Raca,RS,44.2271,20.9775,52.02,78,100,6.96,overcast clouds
598,Canto Do Buriti,BR,-8.11,-42.9444,97.03,26,72,6.35,broken clouds
599,Tevriz,RU,57.509,72.4042,31.48,96,100,7.36,overcast clouds
600,Scottsbluff,US,41.8666,-103.6672,31.32,49,0,7.0,clear sky
601,Kingsport,US,36.5484,-82.5618,70.23,96,100,3.44,overcast clouds
602,Kytmanovo,RU,53.4593,85.4479,29.95,90,100,12.3,overcast clouds
603,Karasburg,NA,-28.0167,18.75,64.47,43,0,24.83,clear sky
604,Saint-Leu,RE,-21.15,55.2833,73.31,83,23,8.77,light rain
605,Orlik,RU,52.5178,99.825,9.86,86,100,2.66,overcast clouds
606,Toora-Khem,RU,52.4675,96.11,10.65,96,100,0.58,overcast clouds
607,Aksarayskiy,RU,46.7924,48.0119,41.74,71,2,6.98,clear sky
608,Berea,US,41.3662,-81.8543,59.95,91,100,1.01,light rain
609,Auch,FR,43.65,0.5833,65.25,92,0,5.99,clear sky
610,Morondava,MG,-20.2833,44.2833,81.25,70,89,6.02,overcast clouds
611,Vitim,RU,59.4511,112.5578,20.88,93,100,9.42,overcast clouds
612,Clearwater,US,27.9659,-82.8001,79.21,80,100,13.8,overcast clouds
613,Tilichiki,RU,60.4667,166.1,12.92,91,100,6.67,overcast clouds
614,Todos Santos,MX,23.45,-110.2167,81.3,76,4,6.35,clear sky
615,Yar-Sale,RU,66.8333,70.8333,6.76,89,80,12.17,broken clouds
616,Serzhen-Yurt,RU,43.1227,45.9858,42.66,86,41,1.39,scattered clouds
617,Labuan,MY,5.2767,115.2417,75.56,100,20,0.0,few clouds
618,Anadyr,RU,64.75,177.4833,-12.5,83,69,8.95,fog
619,Havoysund,NO,70.9963,24.6622,34.03,84,99,4.03,overcast clouds
620,Quatre Cocos,MU,-20.2078,57.7625,75.31,75,33,10.96,scattered clouds
621,Ritchie,ZA,-29.038,24.6028,70.81,79,32,7.4,heavy intensity rain
622,Ingham,US,42.6,-84.3833,65.16,63,0,6.91,clear sky
623,Santa Maria,BR,-29.6842,-53.8069,72.7,68,75,5.75,broken clouds
624,Zittau,DE,50.9,14.8333,50.07,87,100,5.41,overcast clouds
625,Ancud,CL,-41.8697,-73.8203,52.7,90,100,1.23,light rain
626,Warmbad,NA,-28.45,18.7333,67.71,40,0,25.05,clear sky
627,Khonsa,IN,27.0167,95.5667,58.03,86,0,3.67,clear sky
628,La Palma,US,33.8464,-118.0467,71.17,30,0,16.11,clear sky
629,Whitehorse,CA,60.7161,-135.0538,21.97,86,75,8.05,broken clouds
630,Fairbanks,US,64.8378,-147.7164,10.6,85,0,3.44,clear sky
631,Hirara,JP,24.8,125.2833,78.37,90,2,16.11,clear sky
632,Mackay,AU,-21.15,149.2,64.69,72,1,6.08,clear sky
633,Mandan,US,46.8267,-100.8896,14.36,84,75,16.11,broken clouds
634,Baker City,US,44.7749,-117.8344,30.6,75,0,10.36,clear sky
635,Koraput,IN,18.8167,82.7167,61.81,78,96,4.25,overcast clouds
636,Gizo,SB,-8.103,156.8419,81.01,76,100,5.12,light rain
637,Vagay,RU,57.9375,69.0217,32.63,98,100,8.39,snow
638,Bokovskaya,RU,49.229,41.8306,39.85,87,6,6.38,clear sky
639,Shingu,JP,33.7333,135.9833,58.89,80,0,5.93,clear sky
640,Araouane,ML,18.9048,-3.5265,79.68,10,2,7.07,clear sky
641,Tonstad,NO,58.6626,6.7169,59.2,98,100,11.03,overcast clouds
642,Baruun-Urt,MN,46.6806,113.2792,17.06,65,54,3.56,broken clouds
643,Morro Bay,US,35.3658,-120.8499,64.99,72,80,5.99,broken clouds
644,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,68,20,6.11,few clouds
645,Bangsund,NO,64.3968,11.3949,48.9,87,75,8.05,moderate rain
646,New Agutaya,PH,10.5614,119.3078,78.28,92,30,3.0,scattered clouds
647,Pinawa,CA,50.1489,-95.8811,22.14,76,100,9.44,overcast clouds
648,Shirokiy,RU,49.758,129.523,17.83,96,91,8.97,overcast clouds
649,Roald,NO,62.5833,6.1333,60.75,88,75,23.02,light rain
650,Namtsy,RU,62.7161,129.6658,2.14,88,100,11.61,overcast clouds
651,Rincon,US,32.296,-81.2354,74.86,90,100,13.22,heavy intensity rain
652,Lavrentiya,RU,65.5833,-171.0,14.83,78,6,7.36,clear sky
653,Rudnogorsk,RU,57.2639,103.7519,23.05,91,99,8.23,overcast clouds
654,Carbonia,IT,39.1672,8.5222,67.01,84,39,4.21,scattered clouds
655,Haines Junction,CA,60.7522,-137.5108,12.15,92,96,2.3,overcast clouds
656,San Pedro,PH,14.35,121.0167,79.83,85,20,1.14,few clouds
657,Cururupu,BR,-1.8283,-44.8683,86.38,59,86,7.0,overcast clouds
658,Sainte-Marie,RE,-20.8968,55.5496,74.41,86,75,5.75,broken clouds
659,Kapra,IN,17.4846,78.561,70.5,60,99,5.32,overcast clouds
660,Beringovskiy,RU,63.05,179.3167,10.44,85,63,8.9,broken clouds
661,Amapa,BR,1.0,-52.0,78.67,90,100,4.65,overcast clouds
662,North Bend,US,43.4065,-124.2243,48.07,93,100,9.22,mist
663,Totma,RU,59.9747,42.7642,43.65,91,100,12.3,light rain
664,Tezu,IN,27.9167,96.1667,63.05,48,0,4.54,clear sky
665,Turka,UA,49.1541,23.0297,40.8,88,99,3.58,overcast clouds
666,Suntar,RU,62.1444,117.6319,0.72,93,46,6.35,scattered clouds
667,Nokaneng,BW,-19.6667,22.2667,77.43,55,86,13.35,light rain
668,Harlingen,US,26.1906,-97.6961,86.05,74,100,13.8,overcast clouds
669,Otradnoye,RU,59.7775,30.8181,53.65,91,100,12.59,overcast clouds
670,Mirnyy,RU,62.5353,113.9611,5.38,89,100,8.3,overcast clouds
671,Rock Springs,US,41.5875,-109.2029,28.04,71,0,17.27,clear sky
672,Obukhiv,UA,50.11,30.6227,49.59,90,26,5.41,scattered clouds
673,Vangaindrano,MG,-23.35,47.6,73.04,88,26,3.98,scattered clouds
674,Caramay,PH,10.1815,119.236,79.84,87,31,2.68,scattered clouds
675,Lazaro Cardenas,MX,17.9583,-102.2,84.4,63,52,3.87,broken clouds
676,Kutum,SD,14.2,24.6667,71.89,23,1,11.34,clear sky
677,Huacho,PE,-11.1067,-77.605,69.96,70,33,10.47,scattered clouds
678,Makariv,UA,50.4641,29.8113,48.18,90,30,5.97,scattered clouds
679,Husavik,IS,66.0449,-17.3389,37.62,99,100,7.85,overcast clouds
680,Ixtapa,MX,20.7,-105.2,83.43,51,0,5.01,clear sky
681,Virginia Beach,US,36.8529,-75.978,77.05,84,100,16.11,overcast clouds
682,Vallam,IN,10.7167,79.0833,71.65,95,100,10.92,heavy intensity rain
683,Mumbwa,ZM,-14.9783,27.0619,68.68,75,61,4.25,broken clouds
684,Olafsvik,IS,64.8945,-23.7142,40.46,91,98,13.82,overcast clouds
685,Ponta Delgada,PT,37.7333,-25.6667,64.51,59,20,4.61,few clouds
686,Conakry,GN,9.538,-13.6773,82.27,70,1,10.58,clear sky
687,Nioro,GM,13.35,-15.75,84.11,27,100,2.24,overcast clouds
688,Northam,GB,51.0333,-4.2167,56.39,90,11,14.52,few clouds
689,Tshikapa,CD,-6.4167,20.8,70.59,87,72,3.47,broken clouds
690,Guapiacu,BR,-20.795,-49.2203,75.49,60,100,9.22,overcast clouds
691,Port Blair,IN,11.6667,92.75,78.84,89,40,2.3,mist
692,Forest Park,US,39.2903,-84.5041,58.6,95,75,5.75,moderate rain
693,Toda Raisingh,IN,26.0252,75.4849,70.36,34,0,6.33,clear sky
694,Sarkand,KZ,45.41,79.9186,35.06,57,100,3.69,overcast clouds
695,Hovd,MN,48.0056,91.6419,19.99,46,98,2.19,overcast clouds
696,Yaan,NG,7.3833,8.5667,83.89,54,99,2.51,overcast clouds
697,Tabou,CI,4.423,-7.3528,78.04,86,76,7.29,broken clouds
698,Ambulu,ID,-8.345,113.6058,75.81,90,100,2.64,overcast clouds
699,Banepa,NP,27.6298,85.5214,53.92,88,20,2.3,few clouds
700,Danane,CI,7.2596,-8.155,74.61,82,81,1.86,light rain
701,Nanortalik,GL,60.1432,-45.2371,25.27,89,100,11.36,light snow
702,Winnemucca,US,40.973,-117.7357,30.25,69,0,9.22,clear sky
703,Lufilufi,WS,-13.8745,-171.5986,76.78,79,59,10.98,broken clouds
704,Pleasanton,US,37.6624,-121.8747,55.58,74,100,1.99,overcast clouds
705,Falmouth,GB,50.1544,-5.0711,58.1,94,100,9.22,overcast clouds
706,Taksimo,RU,56.3444,114.8794,6.37,85,66,2.55,broken clouds
707,Ranong,TH,9.9658,98.6348,77.65,90,99,3.44,overcast clouds
708,Kalmunai,LK,7.4167,81.8167,77.05,88,86,9.53,overcast clouds
709,Damara,CF,4.9608,18.7035,72.1,93,99,3.58,light rain
710,Channel-Port Aux Basques,CA,47.5702,-59.1367,44.49,65,74,11.74,broken clouds
711,Norfolk,US,42.1668,-71.2495,71.62,74,100,9.22,overcast clouds
712,Bayanday,RU,53.0661,105.5139,14.77,90,65,1.79,broken clouds
713,Puerto Leguizamo,CO,-0.1934,-74.7819,89.4,54,54,3.42,broken clouds
